Country_Name,Deaths,Confirmed
US,19,907
US,39,2457
US,68,4894
US,21,1012
US,24,1453
US,0,0
US,27,2614
US,33,1691
US,70,7110
US,40,2281
US,11,805
US,279,22806
US,22,1551
US,33,3082
US,110,16451
US,21,1581
US,24,965
US,43,2155
US,275,17109
US,38,1577
US,1709,171398
US,71,8510
US,740,60744
US,19,902
US,23,1812
US,9,839
US,32,1401
US,12,530
US,27,1923
US,85,6649
US,31,3022
US,15,947
US,0,0
US,24,1996
US,8,488
US,27,1633
US,10,598
US,56,3456
US,17,1036
US,528,54648
US,115,7849
US,125,8543
US,79,8514
US,38,1751
US,239,17377
US,53,4665
US,173,11175
US,353,47400
US,74,7822
US,212,22965
US,165,11447
US,29,2761
US,72,5402
US,89,6698
US,258,29211
US,58,4769
US,66,5085
US,105,11819
US,212,30220
US,24,1357
US,55,4334
US,123,12062
US,84,5400
US,235,20166
US,83,14559
US,110,9744
US,58,4788
US,59,2850
US,35,2776
US,447,38888
US,57,3299
US,22,3701
US,58,5308
US,727,123211
US,74,4992
US,256,16967
US,192,18619
US,35,1483
US,57,2809
US,93,6043
US,74,9998
US,205,13675
US,151,10071
US,51,4849
US,159,16837
US,30,3156
US,491,43810
US,234,12843
US,91,8537
US,110,6908
US,185,17694
US,61,6406
US,31,1109
US,284,19791
US,84,5233
US,2681,283708
US,168,19158
US,138,9104
US,472,54205
US,77,6088
US,174,15023
US,80,4832
US,290,27059
US,80,5560
US,59,3512
US,60,5226
US,139,9862
US,95,5767
US,151,8936
US,67,3104
US,140,10360
US,41,3623
US,310,35555
US,62,5149
US,92,8059
US,129,10265
US,54,4235
US,118,6323
US,313,23983
US,91,7724
US,62,3347
US,69,7499
US,36,2376
US,118,9476
US,77,3739
US,90,4508
US,128,11391
US,36,6747
US,135,13325
US,171,19282
US,35,2726
US,123,8965
US,164,23729
US,40,3129
US,34,2098
US,43,4384
US,211,16035
US,367,25198
US,51,6503
US,329,22161
US,23,879
US,70,6680
US,79,9819
US,100,8412
US,124,22918
US,186,16931
US,104,7547
US,67,7089
US,146,11868
US,48,3570
US,50,5128
US,48,2761
US,0,2504
US,63,5532
US,428,55374
US,71,5103
US,106,8354
US,52,4920
US,234,17191
US,31,3577
US,60,9530
US,311,18944
US,147,9060
US,311,45368
US,73,6803
US,218,14381
US,145,11209
US,117,5002
US,549,51124
US,1289,88694
US,746,68184
US,58,4607
US,10,1387
US,63,3141
US,85,4113
US,91,6468
US,146,9787
US,1430,144599
US,39,3349
US,179,8365
US,165,10224
US,195,8879
US,100,7541
US,274,23908
US,157,11668
US,85,5604
US,1471,142493
US,174,8197
US,72,5091
US,542,79177
US,411,35001
US,161,15460
US,488,47327
US,65,3940
US,145,8513
US,188,13037
US,1196,114250
US,866,64890
US,0,0
US,49,7939
US,98,7975
US,612,42728
US,59,2577
US,107,9019
US,127,8030
US,120,14458
US,158,17250
US,27,2276
US,80,7351
US,191,13287
US,437,27848
US,199,15850
US,288,15309
US,943,91451
US,674,45249
US,13,1334
US,454,38963
US,0,1242
US,144,8802
US,247,19103
US,202,11781
US,276,16287
US,203,14458
US,93,9676
US,77,4853
US,51,3364
US,75,5565
US,335,28509
US,199,18328
US,498,66462
US,71,7323
US,119,10199
US,309,30176
US,55,8147
US,44,6944
US,0,0
US,177,14603
US,391,37661
US,46,3929
US,48,7034
US,123,12972
US,0,1
US,80,8086
US,72,5748
US,361,52008
US,392,21731
US,1277,119808
US,2826,172399
US,1966,149524
US,173,14785
US,92,7330
US,475,28133
US,286,20355
US,408,38706
US,116,9556
US,620,58504
US,124,7197
US,679,50109
US,462,64177
US,79,3953
US,2375,245966
US,2386,229478
US,131,8845
US,79,6190
US,251,24582
US,115,7234
US,35,0
US,643,40989
US,366,24868
US,188,10878
US,785,49617
US,480,35456
US,2555,182344
US,26,8316
US,3272,256987
US,198,14736
US,2138,172065
US,453,39721
US,4822,437431
US,2330,173673
US,1962,143587
US,2242,268158
US,5,201538
US,3065,240708
US,79,1933
US,19,2125
US,404,32211
US,161,6584
US,76,5281
US,88,3914
US,62,2613
US,193,16986
US,690,31763
US,77,4143
US,691,42080
US,214,13520
US,686,42622
US,172,13133
US,70,5871
US,131,5802
US,120,10283
US,185,8182
US,240,28166
US,37,3200
US,191,12472
US,131,9390
US,474,35077
US,109,7617
US,5,329
US,2020,125355
US,135,6802
US,78,4306
US,275,21552
US,211,13048
US,225,12764
US,108,9587
US,166,9757
US,909,84928
US,208,20016
US,177,5696
US,101,3614
US,238,17995
US,645,50425
US,819,75822
US,70,4512
US,1859,201888
US,16,664
US,42,2471
US,476,24350
US,67,4441
US,365,30950
US,540,58293
US,24,1676
US,40,2997
US,4613,300709
US,107,4865
US,170,19376
US,117,8357
US,129,10312
US,85,7183
US,181,42516
US,265,23527
US,71,3591
US,538,48415
US,247,17949
US,53,1998
US,722,48751
US,183,13711
US,4563,385029
US,106,7754
US,121,5082
US,45,1344
US,99,6012
US,61,1696
US,117,6790
US,928,87973
US,55,9333
US,66,2383
US,130,5630
US,1087,61110
US,226,10617
US,19,2234
US,269,22230
US,947,50560
US,238,16096
US,316,15728
US,0,29
US,333,20826
US,643,109512
US,9107,537017
US,129,8674
US,65,3702
US,886,119415
US,102,10509
US,141,14406
US,202,17064
US,11,1781
US,126,21404
US,90,7995
US,124,11461
US,145,32053
US,96,8642
US,55,3828
US,135,17290
US,140,23726
US,32,2543
US,6,826
US,43,3796
US,190,19391
US,912,137144
US,24,6739
US,140,13432
US,61,4474
US,36,5885
US,91,10580
US,155,15617
US,16,1822
US,2952,386090
US,28,5497
US,70,6122
US,132,11756
US,175,13638
US,22,2675
US,62,4362
US,152,15945
US,32,1253
US,44,3717
US,31,2201
US,35,2651
US,7,927
US,55,7498
US,7,1520
US,82,8301
US,19,2190
US,25,2530
US,76,6695
US,122,13049
US,83,7209
US,135,8464
US,120,11179
US,83,13867
US,22,2401
US,76,9889
US,66,8185
US,17,1801
US,230,53171
US,191,16465
US,44,4333
US,76,8584
US,37,2408
US,128,10695
US,24,3984
US,1544,159678
US,14,1071
US,58,4785
US,59,4573
US,208,20749
US,35,2788
US,48,5066
US,295,48027
US,200,31981
US,29,4257
US,623,60656
US,422,61649
US,77,12045
US,17,3314
US,34,2726
US,73,8475
US,12,1047
US,421,896
US,20,6678
US,67,5241
US,46,6373
US,571,82684
US,26,3458
US,26,1951
US,84,15942
US,344,42819
US,33,3160
US,153,8590
US,174,12815
US,70,3885
US,124,6811
US,51,2819
US,194,11630
US,79,5590
US,59,3088
US,105,7015
US,36,2901
US,50,2565
US,112,4890
US,104,6224
US,139,8205
US,129,9238
US,122,8683
US,593,61488
US,330,27523
US,40,2368
US,92,8780
US,61,3897
US,142,6443
US,163,14973
US,714,66104
US,859,68037
US,107,5247
US,48,2397
US,9,307
US,152,9449
US,503,45938
US,86,6153
US,40,1791
US,57,3669
US,316,26502
US,52,2648
US,189,18938
US,170,22073
US,386,22120
US,61,4566
US,127,7703
US,333,34009
US,183,8667
US,166,10505
US,258,21310
US,353,31893
US,152,8795
US,191,12052
US,232,13798
US,83,3702
US,247,12873
US,107,7137
US,52,3635
US,173,13773
US,180,12443
US,289,17821
US,66,3754
US,196,12832
US,159,12842
US,115,10252
US,35,1835
US,529,47012
US,123,7887
US,28,1169
US,161,8673
US,72,5063
US,82,6731
US,135,7106
US,71,3888
US,158,8703
US,117,8946
US,123,7721
US,50,3057
US,0,0
US,136,11645
US,84,4689
US,219,12825
US,214,13015
US,91,6967
US,76,4069
US,47,1943
US,105,6747
US,63,4831
US,118,10078
US,71,6722
US,66,5665
US,24,1815
US,125,6866
US,151,7963
US,56,3371
US,102,4457
US,113,5499
US,48,3260
US,299,53197
US,349,29734
US,182,12433
US,42,2076
US,148,14439
US,197,10881
US,275,23434
US,48,2691
US,24,1761
US,348,30193
US,61,3751
US,43,1996
US,292,24975
US,49,1922
US,412,33549
US,130,5749
US,306,24120
US,81,4792
US,117,6579
US,49,1815
US,83,4697
US,32,2027
US,51,2551
US,93,3966
US,87,3059
US,138,9718
US,415,31433
US,115,4094
US,37,2690
US,1156,84976
US,75,3140
US,36,2465
US,96,7064
US,59,2408
US,34,1314
US,38,2972
US,233,10995
US,50,2695
US,1389,121175
US,585,40835
US,750,67882
US,153,14723
US,1350,139772
US,16,1189
US,193,9621
US,146,9250
US,186,9297
US,44,3365
US,162,18483
US,76,3167
US,109,4454
US,68,4264
US,59,4264
US,42,1966
US,135,9802
US,80,6205
US,17,903
US,129,7090
US,65,4425
US,61,4386
US,52,2509
US,63,3116
US,125,4920
US,93,6109
US,223,13831
US,51,7218
US,41,2432
US,52,3793
US,66,2035
US,87,3800
US,51,6336
US,191,14937
US,263,12903
US,65,5220
US,108,12814
US,121,9932
US,132,10785
US,26,1177
US,30,2948
US,116,7202
US,102,6208
US,27,1392
US,68,3194
US,118,7228
US,26,896
US,20,839
US,172,13875
US,43,1916
US,18,2075
US,1050,119652
US,45,2618
US,330,23553
US,3746,294789
US,869,76241
US,42,4846
US,152,7191
US,132,6942
US,29,2048
US,252,16064
US,113,5677
US,0,0
US,116,6150
US,116,9926
US,154,7086
US,58,2979
US,165,10347
US,5,559
US,95,4585
US,32,2469
US,103,5861
US,34,2590
US,22,1545
US,30,2465
US,5,291
US,375,30042
US,15,1360
US,53,3518
US,9,485
US,60,2767
US,30,3255
US,12,798
US,61,2966
US,303,33849
US,134,41596
US,3,251
US,77,4730
US,5,178
US,10,672
US,77,5400
US,26,3149
US,1,283
US,107,8334
US,202,21851
US,4,528
US,96,5632
US,23,2392
US,9,452
US,12,597
US,17,1367
US,224,34011
US,31,1107
US,39,5132
US,1,45
US,30,1146
US,11,1477
US,10,418
US,32,2218
US,4,292
US,173,8512
US,39,3014
US,76,4013
US,63,3112
US,53,2435
US,13,917
US,139,9930
US,32,1731
US,13,911
US,27,1539
US,25,1411
US,1,148
US,0,0
US,42,2164
US,14,459
US,8,246
US,605,51325
US,92,7830
US,20,1295
US,1,34
US,2,104
US,4,76
US,15,1285
US,26,2524
US,13,485
US,7,655
US,149,14323
US,26,1546
US,20,2320
US,55,7291
US,28,1759
US,11,891
US,14,637
US,30,2403
US,33,1740
US,32,2972
US,27,2046
US,39,2397
US,87,7991
US,26,1512
US,90,5975
US,4,360
US,19,1405
US,162,12048
US,1296,179702
US,6,410
US,19,1319
US,14,509
US,4,621
US,18,1327
US,62,4614
US,5,486
US,11,469
US,9,452
US,6,114
US,7,470
US,192,19550
US,28,2851
US,7,395
US,0,109
US,14,636
US,26,2615
US,5,129
US,26,1341
US,15,1434
US,19,945
US,13,1422
US,31,1796
US,0,136
US,16,832
US,19,1969
US,481,94771
US,147,10809
US,0,164
US,0,92
US,86,11571
US,1,77
US,27,2076
US,36,1351
US,18,898
US,31,1597
US,19,1104
US,29,3903
US,8,520
US,13,579
US,27,2783
US,29,1541
US,89,10382
US,27,1382
US,28,2707
US,35,2285
US,3,194
US,19,4452
US,338,58879
US,58,5594
US,156,11443
US,57,3759
US,41,1145
US,9,688
US,1,82
US,13,757
US,13,1298
US,1,113
US,37,2146
US,21,1502
US,12,875
US,54,5492
US,19,2142
US,15,851
US,2,139
US,36,4726
US,238,17441
US,123,7624
US,9313,671243
US,98,8816
US,152,12918
US,5,124
US,2,191
US,67,2791
US,22,1350
US,11,681
US,185,12266
US,20,1503
US,305,9156
US,32,2361
US,14,197
US,0,11506
US,1309,128178
US,26,1776
US,217,17508
US,76,12304
US,134,19089
US,134,8341
US,103,23354
US,1042,121573
US,308,40280
US,655,84642
US,249,37116
US,84,11891
US,1,2330
US,1083,91788
US,3733,326525
US,1377,141872
US,1974,169517
US,332,30511
US,664,52840
US,3771,291824
US,1051,91632
US,2855,238646
US,307,34702
US,1348,111477
US,3040,275803
US,2384,223671
US,1678,165862
US,3282,215999
US,2460,193557
US,262,18584
US,1030,98247
US,519,45639
US,0,1646
US,2498,196497
US,367,32145
US,2251,197256
US,23,530
US,362,24728
US,213,9347
US,71,2806
US,235,15396
US,6,755
US,937,76839
US,327,19276
US,115,9894
US,18,1375
US,4,103
US,17,1339
US,410,22978
US,75,6600
US,25,4587
US,152,8014
US,656,33328
US,22,986
US,228,17130
US,70,2564
US,167,13353
US,110,6228
US,863,52461
US,85,7662
US,516,45050
US,400,40271
US,87,2495
US,102,4752
US,108,7287
US,61,3331
US,0,7215
US,20,933
US,325,24060
US,617,79420
US,164,10902
US,8529,553117
US,604,59296
US,252,19417
US,182,20651
US,340,29741
US,265,26845
US,141,11907
US,132,22943
US,175,14041
US,135,13569
US,93,10245
US,739,85482
US,2922,271310
US,84,7832
US,58,12239
US,186,16758
US,208,16743
US,155,11130
US,5,1105
US,214,17616
US,160,27473
US,14205,963672
US,58,7412
US,141,14516
US,146,16984
US,1854,193746
US,238,15172
US,4337,550940
US,6168,596334
US,637,60061
US,881,69636
US,1207,143714
US,222,26432
US,1255,146219
US,131,10655
US,238,34956
US,108,13425
US,563,0
US,149,31777
US,13415,904779
US,316,42135
US,2708,227585
US,978,119199
US,417,62003
US,379,44064
US,44,6647
US,32,4364
US,95,7754
US,223,26587
US,278,25561
US,4963,569776
US,154,24840
US,95,14190
US,102,26871
US,420,43566
US,2,985
US,157,19090
US,137,16025
US,203,22104
US,3002,336689
US,96,10020
US,43,4471
US,572,61903
US,159,12774
US,21,3767
US,113,8468
US,95,7621
US,48,5553
US,187,16121
US,78,5475
US,149,12133
US,378,41118
US,701,71015
US,366,32001
US,567,72323
US,357,30392
US,10,2207
US,164,18539
US,61,6639
US,678,60653
US,131,18211
US,137,8781
US,66,5296
US,51,3486
US,453,36816
US,294,19242
US,263,32145
US,740,116118
US,40,6320
US,33,10060
US,500,56254
US,124,14938
US,263,20962
US,395,103313
US,178,17608
US,969,125590
US,96,26480
US,970,81942
US,22,2457
US,31,2968
US,129,19634
US,78,7207
US,1459,160748
US,206,18892
US,377,42805
US,262,17219
US,374,33308
US,101,6384
US,140,19537
US,15,1706
US,551,61898
US,109,12191
US,501,75853
US,49,2916
US,177,20141
US,248,20330
US,205,30371
US,138,9815
US,90,6307
US,100,7620
US,196,17360
US,1892,368329
US,43,4779
US,148,9045
US,381,31722
US,372,32682
US,467,64577
US,97,5934
US,431,65255
US,158,39406
US,37,3471
US,135,10706
US,154,18749
US,26,3569
US,120,12184
US,287,67103
US,72,5049
US,513,44680
US,212,16470
US,598,52256
US,329,27690
US,636,51689
US,433,21683
US,211,23581
US,148,12892
US,291,24087
US,205,15641
US,421,28679
US,53,5021
US,87,8370
US,10,1228
US,0,0
US,531,79423
US,137,15882
US,1311,391609
US,52,5862
US,57,3908
US,78,15101
US,452,42033
US,308,23073
US,360,27780
US,144,15174
US,70,6341
US,10,689
US,47,3601
US,23,2288
US,1,170
US,26,1887
US,9,932
US,3,491
US,303,41126
US,333,71291
US,7,975
US,39,1794
US,4,599
US,8,1198
US,6,896
US,18,840
US,23,1169
US,4,515
US,125,27002
US,11,556
US,2,678
US,8,957
US,13,597
US,20,1168
US,12,557
US,31,1576
US,9,896
US,25,3650
US,49,3182
US,24,2997
US,142,13245
US,37,3882
US,18,930
US,5,378
US,16,2396
US,32,1250
US,57,4354
US,28,1926
US,15,664
US,23,4803
US,43,7963
US,9,1310
US,7,345
US,19,1658
US,0,72
US,86,13816
US,2,436
US,97,8281
US,12,759
US,26,2491
US,238,0
US,34,4134
US,251,24090
US,12,1219
US,68,12271
US,41,13666
US,165,8909
US,510,33974
US,236,14914
US,472,25902
US,158,19996
US,203,14299
US,344,19256
US,198,14169
US,1254,116682
US,136,6332
US,159,10797
US,624,43582
US,619,65558
US,184,12831
US,512,29780
US,169,10094
US,230,14216
US,4130,350654
US,249,15106
US,176,12408
US,304,56138
US,294,25021
US,463,47453
US,134,9405
US,2832,366781
US,185,12628
US,141,10502
US,294,20552
US,544,48477
US,166,13659
US,2240,238207
US,296,21443
US,167,8837
US,82,4144
US,114,7901
US,190,13505
US,132,8642
US,191,5859
US,232,17989
US,150,11837
US,345,18813
US,250,16550
US,826,61985
US,290,24462
US,523,52928
US,180,12777
US,1064,89885
US,1523,126129
US,145,11605
US,1189,67576
US,287,24520
US,541,50941
US,106,6419
US,147,11372
US,519,31994
US,85,4247
US,2215,162583
US,62,4123
US,113,9404
US,324,31774
US,61,3911
US,154,10862
US,78,5564
US,134,10359
US,243,21284
US,138,9998
US,489,44355
US,208,11659
US,166,9940
US,548,39253
US,327,25027
US,263,17612
US,282,27836
US,250,15784
US,203,13326
US,1827,98019
US,1859,143348
US,1018,52689
US,543,25479
US,2,0
US,117,19949
US,162,8157
US,60,3697
US,647,72639
US,247,15502
US,476,28587
US,175,11940
US,395,38658
US,111,6692
US,79,9855
US,17,1885
US,58,4723
US,11,1185
US,109,7303
US,51,2931
US,149,17397
US,191,10214
US,434,48385
US,266,19415
US,167,17565
US,73,5068
US,9,714
US,909,100720
US,26,2119
US,432,39391
US,35,1698
US,63,6017
US,362,22790
US,181,9756
US,222,13701
US,35,1237
US,12,1040
US,318,18127
US,157,8648
US,267,17218
US,17,1260
US,43,1601
US,15,904
US,13,838
US,42,3324
US,67,3106
US,116,8265
US,29,1602
US,60,3934
US,236,15752
US,74,4859
US,59,2410
US,42,2721
US,120,15575
US,152,9963
US,179,13632
US,46,3983
US,44,2550
US,48,5692
US,178,13322
US,145,14811
US,176,9740
US,133,5557
US,88,5345
US,384,24414
US,48,3610
US,46,3232
US,66,4249
US,2735,245039
US,212,11739
US,186,13936
US,136,11692
US,0,0
US,88,5072
US,194,23351
US,234,13876
US,171,16719
US,317,26892
US,48,3278
US,16,1117
US,415,31643
US,144,7783
US,117,12951
US,217,13523
US,58,7045
US,38,1828
US,2396,212876
US,2164,152
US,304,27073
US,291,15779
US,59,3299
US,46,2738
US,87,6175
US,64,3839
US,93,22192
US,811,84357
US,63,6364
US,123,10160
US,198,14955
US,98,7955
US,70,4676
US,389,61720
US,472,26067
US,6,324
US,26,2251
US,42,1972
US,49,4681
US,637,54594
US,105,9056
US,412,20978
US,255,17950
US,34,1653
US,713,79852
US,113,9333
US,335,33388
US,126,9721
US,854,88351
US,37,3404
US,1480,171526
US,169,20575
US,6,390
US,79,5031
US,252,26508
US,0,3
US,95,5848
US,23,1576
US,77,6709
US,783,122406
US,3,303
US,281,22896
US,424,31676
US,3838,339976
US,386,18397
US,848,49038
US,289,12845
US,1778,126969
US,689,35199
US,234,20762
US,2167,156462
US,835,55245
US,815,43568
US,22,1035
US,346,20240
US,397,44220
US,1336,117917
US,223,9927
US,399,24425
US,142,11183
US,277,19721
US,363,24932
US,974,63042
US,1080,72651
US,2086,141966
US,121,8605
US,899,72139
US,759,39057
US,35,2550
US,801,51643
US,73,5067
US,120,10696
US,280,13887
US,396,21937
US,266,11268
US,193,5742
US,908,59181
US,2090,150890
US,465,23172
US,574,45680
US,1396,111635
US,1586,94872
US,590,35015
US,175,9809
US,546,28403
US,304,15166
US,596,48163
US,2657,200208
US,98,5989
US,1250,100150
US,591,28684
US,198,10451
US,5549,394710
US,112,13435
US,104,3882
US,759,42680
US,169,9772
US,443,22271
US,38,1390
US,135,10136
US,221,10189
US,0,0
US,159,13563
US,272,13835
US,242,9754
US,730,63639
US,204,13364
US,1557,99366
US,121,6563
US,1668,147850
US,0,6873
US,0,12796
US,0,16396
US,0,8382
US,0,8444
US,0,8391
US,0,29855
US,0,5679
US,0,7631
US,0,9554
US,0,66656
US,0,14231
US,0,44456
US,0,11445
US,0,13002
US,0,51188
US,0,7355
US,0,14712
US,0,3256
US,0,5339
US,0,14325
US,0,11733
US,0,6058
US,0,12137
US,0,540
US,0,12356
US,0,9675
US,0,4760
US,0,3938
US,0,12231
US,0,5881
US,0,30371
US,0,14835
US,0,12064
US,0,5091
US,0,17357
US,0,14284
US,0,5642
US,0,14766
US,0,12948
US,0,6978
US,0,11260
US,0,2889
US,0,12316
US,0,5705
US,0,5221
US,0,12613
US,0,1620
US,0,3340
US,0,22561
US,0,13331
US,0,9268
US,0,7354
US,0,9769
US,0,6613
US,0,434
US,0,5801
US,0,5880
US,0,42065
US,0,9062
US,0,4406
US,0,14471
US,0,6516
US,0,8543
US,0,9243
US,0,101521
US,0,11965
US,0,13872
US,0,6709
US,0,21933
US,0,24623
US,0,19390
US,5823,25651
US,0,8357
US,0,12092
US,0,20382
US,0,1800
US,0,7630
US,0,10310
US,0,11342
US,0,0
US,193,17778
US,572,64423
US,106,26526
US,2724,278748
US,3,30145
US,272,43077
US,78,7826
US,457,52428
US,24,2429
US,1112,70200
US,80,4295
US,106,6803
US,436,54220
US,494,66396
US,63,3615
US,1051,139282
US,334,18526
US,162,12714
US,211,14947
US,169,10814
US,233,11436
US,347,22359
US,156,11769
US,563,71341
US,79,8423
US,116,7690
US,696,50562
US,243,19822
US,2154,207151
US,334,26923
US,95,6070
US,1286,120997
US,101,7299
US,285,27965
US,309,31562
US,321,23072
US,100,5112
US,975,124164
US,172,10679
US,117,9949
US,43,2756
US,225,16493
US,392,29076
US,459,29721
US,689,54706
US,1050,161232
US,86,4681
US,1663,117410
US,437,35665
US,0,0
US,169,9971
US,158,10407
US,770,95610
US,18,899
US,64,5577
US,16,948
US,42,2569
US,67,9517
US,135,12185
US,27,1685
US,18,693
US,49,3252
US,7,306
US,38,3679
US,12,976
US,28,3951
US,107,10635
US,18,1196
US,29,2489
US,88,7083
US,40,1513
US,12,1200
US,46,3436
US,16,825
US,17,1069
US,44,2495
US,17,712
US,53,2425
US,34,1221
US,12,531
US,41,1806
US,13,679
US,6,744
US,3,222
US,63,5115
US,39,2041
US,9,361
US,21,745
US,20,488
US,2,195
US,27,1568
US,30,2635
US,88,7780
US,116,17489
US,14,1432
US,15,955
US,32,1502
US,16,534
US,68,8389
US,8,653
US,15,539
US,565,65212
US,30,1692
US,62,5060
US,378,38893
US,19,805
US,10,810
US,57,2853
US,8,675
US,39,1692
US,9,737
US,3,269
US,53,3914
US,29,1710
US,70,2292
US,0,0
US,55,4371
US,28,1498
US,64,6992
US,11,716
US,387,27983
US,251,18181
US,102,5711
US,63,5424
US,534,49483
US,458,39220
US,188,16089
US,76,5208
US,172,11688
US,373,21598
US,143,13207
US,102,7157
US,213,11258
US,58,2660
US,245,14862
US,297,21036
US,89,6534
US,350,19583
US,1844,235552
US,113,7768
US,73,4571
US,269,20237
US,223,15767
US,202,14255
US,144,7098
US,206,16220
US,295,21964
US,213,11520
US,122,8299
US,417,28001
US,81,4642
US,386,24702
US,1281,122069
US,43,2639
US,140,9533
US,174,10917
US,376,21720
US,109,8063
US,183,11166
US,179,10220
US,123,8560
US,65,3063
US,86,6156
US,68,3904
US,309,19808
US,111,6116
US,1601,159870
US,47,3184
US,114,9432
US,230,16971
US,69,4164
US,187,11797
US,227,18847
US,160,10411
US,480,39819
US,141,11097
US,137,12736
US,383,35082
US,288,20057
US,144,9583
US,63,4175
US,277,18390
US,638,63699
US,41,2744
US,96,7856
US,217,13497
US,292,63194
US,134,8675
US,60,2810
US,39,2195
US,90,5650
US,323,29759
US,172,11818
US,271,19707
US,333,26090
US,986,117004
US,140,12228
US,74,5167
US,450,36653
US,3677,293983
US,99,7332
US,71,3773
US,817,60331
US,810,65582
US,264,22044
US,48,4738
US,257,43303
US,106,6820
US,84,7006
US,50,2259
US,192,15830
US,551,49960
US,88,6886
US,180,11851
US,145,9884
US,449,76189
US,535,51586
US,256,10975
US,74,5093
US,504,17089
US,98,5550
US,30,2646
US,10,696
US,240,15748
US,84,7014
US,39,1763
US,80,4317
US,254,27354
US,33,937
US,155,9990
US,945,86419
US,6512,698806
US,35,3221
US,2,124
US,76,4896
US,456,24695
US,1039,117112
US,448,75241
US,34,1365
US,8,583
US,55,2083
US,238,15286
US,68,6131
US,180,13620
US,186,17753
US,54,7082
US,80,3508
US,2120,135396
US,78,3600
US,38,1753
US,204,8936
US,48,2811
US,74,12877
US,261,9901
US,35,3056
US,44,2533
US,25,1040
US,21,1083
US,77,2090
US,1621,276773
US,17,898
US,68,4592
US,583,43326
US,83,4047
US,14,1402
US,146,8575
US,235,21396
US,9,392
US,25,1555
US,20,1397
US,46,2311
US,14,558
US,44,2446
US,7133,696583
US,101,3589
US,112,7311
US,118,5833
US,27,2070
US,1447,224101
US,16,522
US,52,6204
US,26,1327
US,74,4364
US,120,3433
US,734,44146
US,12,584
US,3895,256001
US,616,57881
US,132,10013
US,70,4498
US,193,8129
US,118,5504
US,27,736
US,50,2362
US,12,254
US,1247,245946
US,46,2675
US,87,4320
US,95,6685
US,85,2403
US,901,120012
US,30,1506
US,120,6290
US,3,234
US,34,1567
US,106,5373
US,133,7119
US,684,31791
US,724,27227
US,128,10216
US,429,45756
US,251,8499
US,24,1310
US,36,2112
US,31,2337
US,21,650
US,261,14666
US,11623,1275028
US,238,15858
US,3,1503
US,40,1133
US,570,78740
US,9,1482
US,446,18557
US,4032,267945
US,204,10221
US,169,9445
US,299,15046
US,193,8749
US,121,5013
US,193,8056
US,18,1173
US,375,19874
US,149,7653
US,3,605
US,32,1667
US,63,3991
US,202,8235
US,10,278
US,880,63229
US,23,3805
US,225,14214
US,782,52246
US,97,5359
US,75,6403
US,559,42740
US,134,9830
US,2,104
US,4,223
US,204,11089
US,16,939
US,0,56
US,14,831
US,155,9297
US,25,656
US,50,2597
US,281,12051
US,127,5222
US,96,6392
US,124,4916
US,63,5254
US,95,4321
US,417,22288
US,137,6117
US,17,811
US,43,2427
US,102,5125
US,1,403
US,1394,113683
US,41,1706
US,59,4330
US,62,2041
US,26,1412
US,13,1059
US,185,10324
US,479,24188
US,51,1957
US,971,75252
US,10,186
US,213,12177
US,13,658
US,516,48100
US,109,6024
US,39,1622
US,52,2122
US,136,5412
US,1383,172263
US,115,6348
US,76,3028
US,13,325
US,280,15006
US,233,14507
US,64,1756
US,108,3569
US,1586,119838
US,50,2674
US,6,650
US,381,17274
US,158,8074
US,138,5801
US,491,40456
US,54,2689
US,72,3642
US,265,9374
US,788,43535
US,42,1215
US,62,2274
US,513,29975
US,16,999
US,25,1023
US,74,2772
US,77,5644
US,40,2296
US,2,197
US,79,5392
US,285,31784
US,72,2756
US,244,12738
US,94,1536
US,47,1222
US,110,6750
US,363,14586
US,40,1503
US,9,601
US,108,6167
US,12,1101
US,139,5401
US,16,540
US,1019,57251
US,37,2230
US,390,24248
US,53,2138
US,9,332
US,7,424
US,14,943
US,34,2690
US,6387,687595
US,773,40969
US,3,141
US,87,2943
US,10,297
US,137,10313
US,485,41194
US,1846,334125
US,81,3268
US,91,5192
US,35,101465
US,196,9110
US,19,963
US,152,11540
US,312,15879
US,300,12787
US,428,23239
US,216,22514
US,112,11642
US,50,3328
US,157,11037
US,1081,111910
US,230,11597
US,25,1354
US,751,41356
US,93,4264
US,137,8775
US,941,170638
US,167,12865
US,36,2226
US,285,19687
US,308,9832
US,43,1648
US,103,4499
US,57,4522
US,70,4539
US,276,58205
US,179,22956
US,453,120040
US,1830,410508
US,53,5149
US,100,11943
US,708,72559
US,29,15979
US,115,25075
US,124,14966
US,9,4843
US,881,226280
US,38,12224
US,503,89619
US,33,6940
US,94,12193
US,41,6524
US,230,39572
US,4,1461
US,86,11672
US,8,1292
US,28,4351
US,17,5124
US,49,7152
US,98,17030
US,40,4445
US,80,14223
US,53,8915
US,68,11724
US,130,24813
US,119,9119
US,208,25415
US,232,45583
US,111,4561
US,64,3582
US,111,9634
US,62,5018
US,369,66715
US,239,24503
US,21,1082
US,285,22201
US,25,2404
US,118,9990
US,111,6189
US,54,4091
US,150,6192
US,62,4981
US,48,2331
US,237,17713
US,95,9041
US,177,9791
US,31,1715
US,50,3431
US,86,12470
US,565,64364
US,875,100129
US,56,3513
US,112,6338
US,31,1912
US,25,1451
US,179,14440
US,30,1841
US,301,14774
US,71,4888
US,108,7516
US,57,1660
