Country_Region,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
Colombia,3477,65,3225.1780943900267,1.8694276675294794
Comoros,9008,161,1035.8845209551573,1.7873001776198933
Congo (Brazzaville),25087,388,454.6317821449878,1.5466177701598438
Congo (Kinshasa),95749,1464,106.90877512371289,1.5289976918818995
Costa Rica,1209725,9245,23747.50545433416,0.7642232738845606
Cote d'Ivoire,88263,834,334.6048974013653,0.9449033003636857
Croatia,1269326,17987,30919.44301809285,1.4170512539725808
Cuba,1112643,8530,9823.260539599823,0.7666430292555654
Cyprus,650685,1330,53893.16037208424,0.2043999784842128
Czechia,4618256,42491,43125.07015139254,0.920065929649634
Denmark,34658,28,70926.02066919062,0.08078942812626233
Denmark,11971,21,21086.09878108927,0.1754239411912121
Denmark,3404407,8296,58775.68517539872,0.2436841423484325
Diamond Princess,712,13,,1.8258426966292134
Djibouti,15690,189,1588.0534654788148,1.2045889101338432
Dominica,15760,74,21891.625342056646,0.46954314720812185
Dominican Republic,660790,4384,6091.407151095733,0.6634482967357255
Ecuador,1057121,36014,5991.710054831759,3.406800167625087
Egypt,515759,24812,503.9937546711442,4.810774024302048
El Salvador,201785,4230,3110.9890057369485,2.0962906063384295
Equatorial Guinea,17229,183,1228.0245334055603,1.062162632770329
Eritrea,10189,103,287.3032491575324,1.0108941014819903
Estonia,615433,2946,46393.88664788596,0.4786873632060679
Eswatini,74267,1425,6401.422557500491,1.9187526088303015
Ethiopia,500116,7572,435.0212362466121,1.5140487406921594
Fiji,68898,883,7685.700389539113,1.2816046909924816
Finland,1463644,8967,26416.14317855556,0.6126489774835957
France,98041,413,32824.5424900061,0.42125233320753563
France,78055,649,27787.07316378549,0.8314649926333996
France,201886,1010,50455.48038497777,0.500282337556839
France,229020,1092,61028.87292979628,0.47681425203039035
France,42004,187,15396.626993581684,0.4451956956480335
France,80017,314,28027.85376771948,0.3924166114700626
France,494595,921,55243.00017424172,0.18621296212052285
France,5441,6,55042.99443601416,0.11027384671935306
France,3452,2,59568.59361518551,0.05793742757821553
France,12271,63,31741.638428309063,0.513405590416429
France,3427,7,22414.80803191837,0.20426028596440035
France,38618509,161512,59164.13536933634,0.4182243286502853
Gabon,48981,306,2200.673217931392,0.6247320389538801
Gambia,12598,372,521.2971269485539,2.9528496586759805
Georgia,1827537,16971,45812.4048205456,0.9286268896334247
Germany,5063979,19297,45746.99763756972,0.3810639815054525
Germany,6741523,28680,51553.61959622752,0.4254231573488661
Germany,1430661,5564,39251.8325977701,0.38891113967599594
Germany,1113946,6506,44346.44934526101,0.5840498551994442
Germany,303612,968,44453.61983993816,0.31882797781378863
Germany,807013,3614,43831.316781258094,0.44782426057572805
Germany,2928587,12436,46739.168078695024,0.42464164458832876
Germany,711570,2770,44205.81794461615,0.38928004272243066
Germany,3860773,13718,48365.77701477041,0.35531744549601857
Germany,8048396,31400,44881.23925458651,0.39013984898357384
Germany,1769913,6971,43328.778283821855,0.39386116718731373
Germany,492792,2132,49751.39044672992,0.4326368934560626
Germany,1955828,16814,47961.21175976971,0.8596870481453379
Germany,961147,6286,43523.88081261737,0.6540102606573188
Germany,1175406,3481,40577.24758277661,0.29615298883960095
Germany,883914,8298,41243.779585609,0.9387791119950584
Germany,0,0,,
Ghana,171229,1462,551.0549450655546,0.8538273306507659
Greece,5548487,34779,53232.82346367514,0.6268195275576928
Grenada,19680,238,17490.379402589784,1.2093495934959348
Guatemala,1238247,20182,6911.570256191166,1.6298848291172925
Guinea,38267,467,291.3851068379062,1.2203726448375884
Guinea-Bissau,8960,176,455.2850155335524,1.9642857142857142
Guyana,73075,1298,9290.466449433545,1.776257269928156
Haiti,34202,860,299.950896875282,2.51447283784574
Holy See,29,0,3584.672435105068,0.0
Honduras,472250,11111,4767.982740962591,2.352779248279513
Hungary,2196804,48762,22740.418307825286,2.2196791338690205
Iceland,209137,263,61285.567765567765,0.1257548879442662
India,10751,129,2577.9549007759524,1.1998883824760487
India,2339096,14733,4339.422566590567,0.6298587146487361
India,66891,296,4259.330717535903,0.44251095065105917
India,746100,8035,2095.372209972304,1.0769333869454496
India,851427,12303,682.2335776064483,1.4449858883967739
India,99370,1182,8577.670778688844,1.189493811009359
India,1177804,14146,4001.2051814649776,1.2010487313678677
India,11591,4,1882.499301635148,0.03450953325856268
India,2007605,26523,10729.588846557108,1.3211264168001176
India,259167,4013,16338.345153664302,1.5484224457589122
India,1277848,11046,2000.626279905347,0.8644220595876818
India,1056770,10714,3746.787945778667,1.0138440720308108
India,312820,4213,4197.82459770624,1.3467808963621253
India,479513,4785,3524.1931690567326,0.9978874399651313
India,442579,5331,1146.7575175258048,1.2045307165500396
India,4074536,40312,6030.748984728049,0.9893641877259153
India,6831358,71589,19135.755143294533,1.047946835753594
India,29425,231,10727.736073994947,0.7850467289719626
India,11415,52,17717.17704760279,0.45554095488392465
India,1054978,10777,1235.9311057719597,1.021537889889647
India,8138129,148424,6608.616142715846,1.8238098707946262
India,139924,2149,4526.021778754635,1.5358337383150853
India,96788,1625,2874.8540860365165,1.6789271397280654
India,238969,726,19283.450232561143,0.30380509605848455
India,35988,782,1599.6835126539374,2.1729465377348003
India,1336717,9205,2883.569265852645,0.6886274357249889
India,175872,1975,12441.936638600057,1.1229758005822417
India,785724,19289,2606.7956492891017,2.45493328446121
India,1315637,9656,1623.5879818822252,0.7339410490887684
India,44325,500,6421.577078483045,1.1280315848843767
India,3595123,38049,4618.530939379494,1.058350437523278
India,841897,4111,2138.817498744752,0.48830201319163746
India,108034,940,2590.8713955653443,0.8700964511172409
India,0,0,,
India,2128222,23648,894.6517659069191,1.1111622753641301
India,449488,7753,3995.14419255847,1.7248513864663795
India,2118857,21533,2127.167780704178,1.016255462261021
Indonesia,6738225,160941,2463.489250166076,2.388477677726701
Iran,7572311,144933,9015.412281075533,1.9139863642684511
Iraq,2465545,25375,6129.765221224547,1.029184216876999
Ireland,1704502,8708,34519.49007208884,0.5108823574275654
Israel,4803824,12329,55499.98550061747,0.2566497024037517
Italy,651674,3931,49686.18002714284,0.6032157182885921
Italy,199646,1021,35469.35432578451,0.5114051871813109
Italy,631613,3347,32438.135903542185,0.5299130955189333
Italy,2444797,11791,42139.37933968229,0.48228953160528254
Italy,2136671,19283,47913.040026891045,0.9024786689200163
Italy,575033,5998,47319.25083523971,1.0430705716019777
Italy,2385069,12787,40568.7316489207,0.5361270470581774
Italy,661284,5880,42645.87525150905,0.8891792331282777
Italy,4118413,45558,40936.16328452035,1.10620280190452
Italy,714100,4399,46817.90973538473,0.6160201652429632
Italy,101826,719,33318.17274562606,0.7061064953941036
Italy,293808,1610,55194.0757216551,0.5479769100909437
Italy,243951,1647,45057.79268513422,0.6751355805059213
Italy,1719738,13828,39476.0727076402,0.8040759697116654
Italy,1626850,9646,40377.97467543862,0.5929249777176753
Italy,509829,2923,31094.88890827041,0.5733294889070649
Italy,1817733,12692,36355.45254886556,0.6982323586577347
Italy,1589964,11574,42630.4837382472,0.7279410099851318
Italy,438301,2449,49693.14580817786,0.5587484399989961
Italy,50448,567,40144.5100504512,1.123929590865842
Italy,2692762,16672,54888.75127551697,0.6191412386241338
Jamaica,154416,3514,5214.711391916887,2.275670914931095
Japan,2100094,4285,27807.56806027987,0.2040384858963456
Japan,199130,588,20603.42062514873,0.2952844875207151
Japan,277922,640,22298.496996480186,0.2302804383963846
Japan,1456535,3874,23269.629493774304,0.2659736978514076
Japan,314430,683,23478.679674286803,0.21721845879846072
Japan,198871,196,25896.785804043822,0.0985563505991321
Japan,1579850,3164,30955.12080599113,0.2002721777383929
Japan,401096,826,21733.506943033368,0.20593573608313223
Japan,538509,1102,27107.24473682753,0.20463910538171134
Japan,437760,1077,22536.417813324988,0.2460252192982456
Japan,796053,1346,28388.115300852976,0.1690842192668076
Japan,1333535,4532,25400.42959599044,0.3398485978995677
Japan,1461481,3796,26736.739849877154,0.25973652753610893
Japan,634322,1279,22176.71040206524,0.20163260930568386
Japan,277113,501,24358.391735939644,0.18079267302508362
Japan,233500,609,19033.009024988263,0.26081370449678803
Japan,251256,613,26272.47223026789,0.24397427325118604
Japan,439610,877,27436.64781220179,0.19949500693796773
Japan,2207465,4249,23998.702799266124,0.19248323302974227
Japan,168352,584,24118.195662357863,0.34689222581258317
Japan,532492,1292,30470.476954531645,0.24263275316812272
Japan,674377,1645,26108.71957992332,0.24392884098953552
Japan,457736,1038,25702.76975116824,0.22676826817204676
Japan,534019,938,23154.140823330217,0.17564918102164903
Japan,318969,773,29718.50394251007,0.24234329981910468
Japan,454729,861,22195.00290415318,0.1893435430773054
Japan,335188,635,25268.144413519847,0.18944592288506748
Japan,344394,855,25891.891201039303,0.24826216484607747
Japan,452535,431,20355.97942698189,0.09524125205785187
Japan,301877,762,26586.92623261237,0.25242068789606364
Japan,488838,838,25870.11123071403,0.17142693489458674
Japan,576111,926,39645.17523094371,0.16073291431685907
Japan,2818795,8401,31997.716520479404,0.2980351533190601
Japan,22118,8,,0.03616963559092142
Japan,260131,489,31929.23625678308,0.1879822089639451
Japan,1790744,3892,24364.88163519211,0.2173398319357764
Japan,372032,669,26311.668857938403,0.1798232410115259
Japan,166928,296,24754.05800583084,0.17732195916802454
Japan,862305,1375,23666.75925092383,0.1594563408538742
Japan,419841,1058,21708.540375079498,0.2520001619660776
Japan,165538,411,22739.4546805737,0.24828136137926035
Japan,4323708,7998,31059.64134035857,0.18498011429078928
Japan,140744,260,25333.808531242463,0.18473256408798955
Japan,235567,312,22574.65725988067,0.13244639529305888
Japan,173,0,,0.0
Japan,237568,516,25684.887445901488,0.21720096982758622
Japan,224910,355,20870.102610641887,0.15784091414343515
Japan,311938,741,22964.71565209197,0.23754720489328007
Japan,189249,401,23336.531205145533,0.2118901552980465
Jordan,1746997,14122,17122.150632060326,0.808358571880776
Kazakhstan,1498668,19071,7981.527325318545,1.2725300066459015
Kenya,342937,5688,637.7695908412109,1.6586136812300802
Kiribati,5014,18,4263.387922384913,0.35899481451934584
"Korea, North",1,6,0.0038791542590301,600.0
"Korea, South",30615522,34093,59715.252337842016,0.11135854551165256
Kosovo,273312,3211,15097.05772202969,1.174847792998478
Kuwait,663860,2570,15545.022986430597,0.3871298165275811
Kyrgyzstan,206708,2991,3168.3315218699145,1.4469686707819727
Laos,218023,758,2996.650702709181,0.3476697412658298
Latvia,976255,6269,51757.71205841156,0.6421477994991063
Lebanon,1232828,10841,18062.24417407693,0.8793603000580779
Lesotho,34790,723,1623.9919486596348,2.0781833860304686
Liberia,8090,295,159.95485674549798,3.646477132262052
Libya,507187,6437,7381.251867372153,1.2691571353366706
Liechtenstein,21432,89,56197.39360725804,0.4152668906308324
Lithuania,1307448,9596,48027.48861161426,0.7339488836267293
Luxembourg,317367,1220,50699.54758648894,0.38441299820082114
MS Zaandam,9,2,,22.22222222222222
Madagascar,67889,1423,245.1661313005491,2.0960685825391447
Malawi,88707,2686,463.70731138677536,3.027945934368201
Malaysia,398660,4715,10579.58707074996,1.1827120854863793
Malaysia,318825,2740,14585.525412873416,0.8594056300478319
Malaysia,260181,1424,13750.184969876334,0.5473112948293688
Malaysia,145426,1203,15591.937386083411,0.8272248428754143
Malaysia,231174,1537,20419.92756823602,0.664867156341111
Malaysia,182784,1032,10898.81342794109,0.5646008403361344
Malaysia,239281,2125,9516.803881796126,0.8880771979388251
Malaysia,19014,198,7468.185388845248,1.041337961502051
Malaysia,307725,2064,17311.262376237624,0.6707287350718986
Malaysia,406937,3202,10421.722539503677,0.7868539847691411
Malaysia,324659,1788,11520.492530428302,0.5507316907894129
Malaysia,1551065,10985,23709.70207432092,0.7082230596396669
Malaysia,133075,899,10645.14838812895,0.6755588953597595
Malaysia,0,0,,
Malaysia,470285,2865,26444.27575348628,0.6092050565082875
Malaysia,22981,158,23119.71830985916,0.6875244767416562
Malaysia,32646,32,30973.434535104363,0.09802119708386939
Maldives,185738,311,34361.437224119494,0.16744015764140888
Mali,33062,743,163.26241180980497,2.247292964732926
Malta,117610,828,26636.37866643717,0.7040217668565598
Marshall Islands,15649,17,26790.26928937052,0.10863313949773148
Mauritania,63668,997,1369.304422258832,1.565935791920588
Mauritius,296042,1044,23278.00611275493,0.35265266414900587
Mexico,90837,3630,6331.715035531685,3.9961689619868555
Mexico,175704,12508,4833.848161748927,7.1187906934389655
Mexico,128552,2780,15974.98720032608,2.1625490074055636
Mexico,44242,2298,4421.471951805735,5.194159396049003
Mexico,57462,2453,1002.7629992982996,4.268908147993456
Mexico,172643,10239,4541.459697218484,5.930735679987025
Mexico,1858660,44044,20609.08262826622,2.3696641666576994
Mexico,187173,9039,5815.13769448725,4.829222163453062
Mexico,70936,2255,9034.672223120844,3.1789218450434196
Mexico,81548,3696,4363.19820909194,4.532299995094913
Mexico,368546,15219,5917.399559260939,4.129470947995637
Mexico,119037,6879,3255.00239537463,5.778875475692431
Mexico,127406,8647,4127.962094521345,6.786964507166068
Mexico,296024,20146,3520.0333710160407,6.8055292814096155
Mexico,743439,48238,4265.824869360946,6.488494684836281
Mexico,115872,9037,2401.2926594079954,7.799123170394918
Mexico,99708,5461,4877.943776546458,5.476992819031572
Mexico,76268,3274,5918.804629314178,4.292757119630775
Mexico,422027,15503,7522.557762684903,3.6734616505579027
Mexico,157238,6404,3794.725978154708,4.072806827866038
Mexico,221279,16748,3350.4525962869584,7.568725455194573
Mexico,185519,6426,8138.093915829581,3.463796161040109
Mexico,120075,4459,6967.902097131076,3.7135123880907766
Mexico,252685,7666,8816.206594090592,3.0338168074875833
Mexico,182235,9972,5773.006651938084,5.472055313194502
Mexico,201304,10349,6547.014467866441,5.140980805150419
Mexico,221468,6182,8609.770216153951,2.7913739230949846
Mexico,183092,8329,5015.391981925173,4.549079151464837
Mexico,60467,3142,4381.63174061656,5.196222733061009
Mexico,0,0,,
Mexico,235708,17162,2760.0914394167025,7.281042645985711
Mexico,142925,7010,6326.640101491835,4.904670281616232
Mexico,83365,3993,5002.62237867148,4.789779883644215
Micronesia,23948,61,21041.163291306068,0.2547185568732253
Moldova,611140,12003,15173.461711303502,1.964034427463429
Monaco,16121,67,41078.89104066864,0.41560697227219157
Mongolia,1007900,2136,30744.668260179387,0.21192578628832226
Montenegro,288808,2808,45983.99521066392,0.9722722362261433
Morocco,1272490,16296,3447.4959712069376,1.280638747652241
Mozambique,233214,2242,746.1550287174055,0.9613488041026697
Namibia,171156,4090,6735.995995145058,2.38963284956414
Nauru,5247,1,48430.86579287428,0.01905850962454736
Nepal,1001154,12020,3436.045568203628,1.2006144908775274
Netherlands,44044,282,41252.83329899032,0.6402688220870039
Netherlands,11804,41,45017.35250371839,0.3473398847848187
Netherlands,45986,301,28023.15661182205,0.6545470360544513
Netherlands,216395,464,43832.87217277519,0.21442269923057372
Netherlands,195741,341,46272.17088513336,0.17420979764075997
Netherlands,292969,624,45075.13573974893,0.21299181824698177
Netherlands,1053625,2952,50510.510308962046,0.28017558429232414
Netherlands,263961,368,45054.841892173295,0.13941453472293255
Netherlands,566571,2209,50713.43473555788,0.3898893519082339
Netherlands,1305321,3783,50930.312861521175,0.2898137699462431
Netherlands,1414184,3508,49111.677021955344,0.248058244188875
Netherlands,599261,1459,51553.50196058864,0.24346653628385628
Netherlands,11020,91,25698.42824495126,0.8257713248638838
Netherlands,0,2,,
Netherlands,708169,1581,52269.79836644194,0.22325179441630458
Netherlands,180656,402,47108.64485981308,0.22252236294393765
Netherlands,1803128,5299,48618.92158321955,0.29387819389416614
New Zealand,7031,2,40271.49321266968,0.02844545583842981
New Zealand,792,0,48000.0,0.0
New Zealand,2228291,2548,46208.69626166965,0.11434772208836279
Nicaragua,15655,245,236.31779588482485,1.5649952091983392
Niger,9508,315,39.27848545332776,3.312999579301641
Nigeria,266598,3155,129.32887073262643,1.1834297331562877
North Macedonia,346852,9662,16648.523073083164,2.7856261460219343
Norway,1479506,5213,27290.904925476487,0.3523473375572657
Oman,399449,4628,7822.176773608855,1.1585959659430867
Pakistan,44343,793,1096.1430931094983,1.7883318674875404
Pakistan,36047,378,292.01076309208185,1.0486309540322356
Pakistan,12095,191,1193.290343967545,1.5791649441918147
Pakistan,139844,1031,6969.298883867611,0.7372500786590772
Pakistan,225115,6376,737.5168358697996,2.832330142371677
Pakistan,524161,13618,476.4561084827114,2.5980567039516482
Pakistan,595806,8257,1244.2161914750498,1.3858537846211687
Palau,5991,9,33268.54731230564,0.15022533800701052
Panama,1031731,8609,23911.621667723502,0.8344229261309392
Papua New Guinea,46825,670,523.3582060275442,1.430859583555793
Paraguay,808401,19878,11334.000698209473,2.458928180445101
Peru,51138,1409,11981.724461105903,2.7552896085103056
Peru,159243,7382,13488.3110282907,4.635682573174331
Peru,46163,1694,10718.13327141862,3.6696055282369
Peru,291043,10600,19436.55669827701,3.6420735080383313
Peru,55696,2407,8335.228973361269,4.321674806090204
Peru,111937,4605,7700.144458966774,4.113921223545387
Peru,170402,10884,15081.157624568546,6.387248975950986
Peru,146229,5287,10775.108687642767,3.615561892647833
Peru,30172,1300,8259.512729263619,4.308630518361395
Peru,60660,2976,7978.429567276075,4.906033630069238
Peru,130224,9114,13353.568498769484,6.998709915223
Peru,155282,7614,11405.214836577305,4.903337154338558
Peru,181814,11027,9014.974216580722,6.06498949475838
Peru,129893,9486,9909.4446139762,7.302933953330818
Peru,2110001,96723,19852.29336218657,4.584026263494662
Peru,64716,4471,6297.781237835734,6.908647011558193
Peru,21303,888,12257.192174913696,4.168426982115195
Peru,64321,1718,33378.82719252724,2.6709783740924427
Peru,29033,1140,10677.822728944466,3.926566321082906
Peru,181347,13228,8854.833984375,7.294303186708355
Peru,78232,4843,6319.224555735056,6.19056140709684
Peru,70196,3239,7803.023566029346,4.6142230326514335
Peru,66032,2256,17798.382749326145,3.4165253210564575
Peru,33866,1752,13465.606361829026,5.1733301836650325
Peru,45826,3301,7778.984892208454,7.2033343516780866
Peru,2784,195,,7.004310344827586
Philippines,4077452,66188,3720.945088287819,1.6232686491465749
Poland,6444960,119010,17029.16285357696,1.8465591718179788
Portugal,5570473,26266,54630.11735063094,0.4715218976916323
Qatar,495090,688,17184.300222834652,0.1389646326930457
Romania,3346046,67736,17393.18697543706,2.024359497747491
Russia,54892,1029,12107.38989271598,1.87459010420462
Russia,320691,8861,13645.960988562092,2.7630959397051993
Russia,40254,631,18459.8029009965,1.5675460823769067
Russia,129144,766,16174.864483031572,0.59313634392616
