Country_Region,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
US,5662,56,27814.89487129102,0.9890498057223596
US,392,12,21409.06608410705,3.061224489795918
US,1931,13,19907.21649484536,0.6732263076126359
US,2303,58,28068.251066422912,2.518454190186713
US,961,19,24723.43709801904,1.9771071800208118
US,3558,33,58703.18429302095,0.927487352445194
US,837,23,16515.390686661405,2.7479091995221028
US,7202,161,23111.48193312368,2.235490141627326
US,224919,1524,30928.987597822364,0.6775772611473464
US,424,8,20632.60340632604,1.8867924528301887
US,100968,498,28753.196603199736,0.49322557642025194
US,18833,39,34162.932864113776,0.20708331120904794
US,237195,1904,32925.32096618143,0.8027150656632729
US,5836,48,21833.963111227506,0.8224811514736121
US,18767,210,39229.498944375926,1.1189854531891086
US,18041,104,30037.79490850968,0.5764647192505958
US,1171,7,18757.007848790647,0.5977796754910333
US,4053,30,25759.501716028983,0.7401924500370096
US,3970,16,22735.081892108577,0.40302267002518893
US,161,0,19634.146341463416,0.0
US,1764,41,25576.337538060023,2.324263038548753
US,195,0,14008.620689655172,0.0
US,160677,1554,27566.004038560182,0.9671577139229635
US,392,6,27880.512091038407,1.530612244897959
US,1877,32,26447.79484289136,1.7048481619605753
US,15836,99,28167.410753988723,0.6251578681485224
US,2203,2,27107.173618801527,0.09078529278256922
US,109313,606,30628.55317610865,0.5543713922406301
US,4408,51,30387.42589273404,1.1569872958257714
US,2382,11,41782.14348359937,0.4617968094038623
US,8661,119,38649.64969431925,1.373975291536774
US,51841,639,33617.145451008364,1.2326151115912116
US,303,4,39401.82054616385,1.3201320132013201
US,3738,55,28141.23315516073,1.4713750668806849
US,7673,90,29305.27441469656,1.1729440896650594
US,11179,183,26144.81500537911,1.6369979425708918
US,6973,148,23988.57850557314,2.1224723935178544
US,5320,137,29106.029106029106,2.575187969924812
US,1118,6,22576.73667205169,0.5366726296958855
US,0,0,,
US,3499,24,18567.25921995224,0.685910260074307
US,1123,20,26330.597889800705,1.7809439002671417
US,8081,9,45483.19918950864,0.11137235490657096
US,3226,52,26503.450542228064,1.611903285802852
US,61961,880,36788.69994775092,1.420248220654928
US,2236,15,35357.3687539532,0.6708407871198568
US,3634,47,32253.48362474483,1.2933406714364337
US,7882,34,30743.427724471487,0.43136259832529816
US,1524,12,22332.94255568581,0.7874015748031497
US,316,0,43406.593406593405,0.0
US,2713,8,33170.31421934222,0.2948765204570586
US,582,12,25889.679715302493,2.0618556701030926
US,12072,15,38928.12227919125,0.1242544731610338
US,5913,67,23290.53095950843,1.1330965668865212
US,261,25,,9.578544061302683
US,1262,35,25713.12143439283,2.77337559429477
US,106227,780,32736.40028105469,0.7342765963455619
US,2342,27,23375.586385866853,1.1528608027327072
US,264399,3017,28028.202160003053,1.1410784458337588
US,237105,3494,26589.62454582156,1.473608738744438
US,41816,532,23188.212917214263,1.2722402907977808
US,38840,547,23910.95569947549,1.4083419155509784
US,257919,3165,30174.540834412583,1.2271294476172752
US,73980,784,27895.29648650483,1.0597458772641255
US,27913,317,18519.648887679887,1.1356715508902662
US,3271,9,,0.2751452155304188
US,31414,355,26899.69344590776,1.130069395810785
US,64447,724,35648.2249731727,1.1234037270935808
US,186969,1608,33461.83376196638,0.8600356208783274
US,78267,992,33415.30579570925,1.2674562714809563
US,1110,0,,0.0
US,49,0,,0.0
US,177945,1432,25213.63827649773,0.8047430385793363
US,89806,833,33379.79430797308,0.9275549517849587
US,10746,154,36788.770968846286,1.4330913828401266
US,56189,894,32162.21630748977,1.5910587481535532
US,9245,177,32782.5254423602,1.9145484045429961
US,175277,2513,29118.58617607677,1.4337306092641933
US,774980,6770,39686.026778261534,0.873570930862732
US,4939,111,35015.95179014534,2.247418505770399
US,48860,1009,25864.16812238632,2.065083913221449
US,39070,1146,26106.363217223385,2.9331968262093677
US,67269,979,30681.13403754584,1.4553509045771456
US,106604,1174,27696.4006422414,1.1012719972984129
US,25731,472,35894.03788745362,1.8343632194629047
US,11287,175,29701.849951317072,1.5504562771329848
US,4938,89,29347.4384880542,1.802349129202106
US,319149,3872,33322.61382086233,1.213226424021382
US,98081,1479,30812.463086995314,1.5079373171154453
US,29013,438,25210.938382530567,1.5096680798262847
US,3580,58,29525.77319587629,1.6201117318435754
US,17803,246,38990.36355672361,1.3817895860248273
US,5663,109,30475.729200301368,1.9247748543174996
US,2311,38,16733.03888205054,1.6443098225876245
US,5043,90,36974.85152870445,1.784651992861392
US,4585,64,31778.486276684223,1.395856052344602
US,10362,141,38467.53536028511,1.3607411696583671
US,13827,174,32904.19304174004,1.2584074636580602
US,53794,1286,27740.305280528053,2.3906011822879876
US,30739,807,28938.722098266822,2.625329386121865
US,479640,4409,32584.94749885867,0.9192310899841548
US,6384,107,32543.20232451445,1.6760651629072683
US,42698,763,26699.098941365533,1.7869689446812498
US,18364,301,39565.64829577283,1.6390764539316054
US,5046,70,35420.468903551875,1.3872374157748713
US,3157,65,37485.15791973403,2.0589166930630345
US,109346,1811,29784.97376865204,1.6562105609715947
US,243110,2557,31549.0859446882,1.0517872567973345
US,114380,794,38960.15423288894,0.6941773037244273
US,12803,192,30848.372406813964,1.4996485198781535
US,2997,31,35875.02992578405,1.0343677010343677
US,7053,108,38138.75520467204,1.5312632922160783
US,123507,1743,30627.67046990351,1.4112560421676503
US,105662,2497,28902.644845573734,2.363195850920861
US,40724,768,25294.4099378882,1.8858658285040761
US,1552197,12285,57130.3378065029,0.7914588161167687
US,22919,138,30876.488656571644,0.6021205113661154
US,27713,355,31269.95768688293,1.2809872622956735
US,62183,768,29507.25545464036,1.2350642458549765
US,12495,200,29631.474103585657,1.6006402561024409
US,475796,3301,34145.13022335897,0.6937847312713852
US,144497,1273,38455.5197457891,0.8809871485221147
US,481679,6031,32181.230249136475,1.252078666497813
US,159816,2280,28850.41348721087,1.4266406367322422
US,277006,4065,28410.98835277273,1.4674772387601713
US,260300,3450,35914.49507917608,1.3253937764118324
US,21209,469,28460.43397163216,2.2113253807345936
US,59416,695,32236.46731375432,1.1697185943180288
US,122219,2063,28177.81077230243,1.687953591503776
US,132095,1282,27996.549575479097,0.9705136454824179
US,78720,706,29742.47370330069,0.896849593495935
US,96060,1413,29260.090710545635,1.4709556527170518
US,30228,720,22827.367467149976,2.3818975784041285
US,16028,360,36085.28266204381,2.246069378587472
US,8109,116,37595.62334832399,1.430509310642496
US,3307,396,,11.97459933474448
US,5131,126,33674.60786244011,2.4556616643929057
US,151166,2341,27321.59252752655,1.5486286598838364
US,12188,143,36124.36646017961,1.1732851985559567
US,20605,236,27817.904443034386,1.1453530696432905
US,7746,124,30408.66800141326,1.6008262328943972
US,5266,136,28641.35755466116,2.5826053930877326
US,2449,58,29993.87630128597,2.3683135973866882
US,4098,82,36707.273378717306,2.0009760858955588
US,654,15,21527.32060566161,2.293577981651376
US,11199,262,24947.64981064825,2.3394945977319406
US,4586,101,23843.19434335032,2.2023549934583513
US,26052,291,31297.45314752523,1.1169967756794104
US,35396,488,32853.77489836455,1.3786868572720081
US,4991,125,29886.22754491018,2.5045081146062915
US,5876,96,30293.34433159767,1.6337644656228727
US,45403,836,29644.356518389388,1.8412880206153779
US,3938,111,30591.15979181232,2.8186896901980703
US,4689,116,24538.175728714217,2.473875026658136
US,4061,101,26272.886071035777,2.4870721497168184
US,11203,112,28271.12827112828,0.9997322145853789
US,17869,283,22446.236559139787,1.5837483910683305
US,6296,124,28128.49037215744,1.9695044472681067
US,7680,181,30798.84504331088,2.3567708333333335
US,1571,25,25383.745354661496,1.5913430935709738
US,13653,140,24975.30457688508,1.025415659562001
US,2581,110,23891.511617143387,4.261913986826811
US,28396,500,23664.91099406627,1.7608113818847726
US,16998,205,25152.41195620006,1.2060242381456643
US,3485,65,26022.99880525687,1.8651362984218078
US,79653,1042,27520.64402446187,1.308174205616863
US,7924,24,72650.59136334465,0.3028773346794548
US,7581,152,30582.11303400702,2.0050125313283207
US,75790,713,29288.21785889564,0.9407573558516955
US,35334,264,27533.487621852863,0.7471557140431313
US,625,7,22053.63443895554,1.12
US,77902,1095,26655.39800722654,1.4056121794048932
US,2457,46,37126.0199456029,1.8722018722018723
US,216663,2102,28503.0014168424,0.9701702644198594
US,11781,308,27224.828414946965,2.6143790849673203
US,13042,278,28600.87719298245,2.13157491182334
US,43298,438,27628.67389001621,1.011594069010116
US,5707,83,33045.74406485235,1.4543543017347118
US,41221,527,27756.56694207085,1.278474563935858
US,2225,64,17937.762012254112,2.8764044943820224
US,5596,146,25013.40961916681,2.6090064331665475
US,3942,44,24460.163812360388,1.1161846778285134
US,8345,108,31963.382871150607,1.2941881366087478
US,192315,1980,25328.033694325142,1.029560876686686
US,8566,144,32442.05423420694,1.6810646742937194
US,5942,174,28837.66076195098,2.92830696735106
US,2844,76,21239.731142643763,2.6722925457102673
US,24389,577,27728.637045795625,2.3658206568534994
US,43478,462,29709.65471529216,1.0626063756382538
US,3126,65,30677.13444553484,2.0793346129238643
US,1059,12,26435.346979530703,1.13314447592068
US,16399,217,25505.474679606818,1.3232514177693762
US,5334,121,27789.934354485777,2.268466441694788
US,6781,168,29943.47787688775,2.4775106916384013
US,2836,70,26619.11019335461,2.4682651622002822
US,5768,180,22025.355124484497,3.1206657420249653
US,29631,387,25896.47005357408,1.3060645945125038
US,32150,572,32640.256654957466,1.7791601866251945
US,66837,466,27363.95198401651,0.6972186064604934
US,6176,116,26450.811597927102,1.878238341968912
US,276219,2667,25961.96955270848,0.9655382142430463
US,8267,199,26354.04380120501,2.407161001572517
US,727,31,24469.875462807137,4.264099037138927
US,27259,442,31959.621066454063,1.6214828130158847
US,19761,305,34092.43827959216,1.5434441576843276
US,6835,114,27747.330816384525,1.667885881492319
US,4758,91,25965.946299934512,1.9125683060109289
US,257462,2122,27499.27903871829,0.8241992993140735
US,11488,290,25344.158136251324,2.5243732590529246
US,63629,935,31123.40479649385,1.4694557513083657
US,1945,91,22998.69930235308,4.67866323907455
US,6292,186,21119.763694951664,2.9561347743165927
US,7114,125,20189.57883982291,1.7570986786617937
US,5609,112,21404.312154169053,1.9967908718131575
US,2583,62,21664.010735553133,2.4003097173828882
US,72008,758,30699.05056680352,1.0526608154649484
US,49515,545,31365.804526709868,1.1006765626577806
US,2226,57,23640.61172472388,2.560646900269542
US,24990,314,34243.66581251627,1.2565026010404161
US,3797,83,26703.70630846051,2.1859362654727414
US,4357,77,28825.66986437314,1.7672710580674775
US,4238,122,27587.5537039448,2.878716375648891
US,1789,69,20620.10142923006,3.8569032979318054
US,2645,86,27429.22327076636,3.2514177693761814
US,6040,127,21019.66243257352,2.1026490066225167
US,5842,131,30623.26361587252,2.2423827456350565
US,2698,32,25885.06188237552,1.1860637509266123
US,16454,330,34606.48635006099,2.0055913455694663
US,8668,113,28901.040277407308,1.3036455929856945
US,15774,168,25675.91763652641,1.0650437428680106
US,1838,40,23204.1408913016,2.176278563656148
US,3479,36,17787.207934966,1.0347801092267892
US,36984,434,31500.945437200822,1.1734804239671208
US,8941,139,26602.20172567688,1.5546359467621071
US,2737,54,21140.03243994748,1.9729630982827915
US,8025,123,26857.4297188755,1.5327102803738317
US,1872,57,22395.023328149306,3.0448717948717947
US,6165,114,28927.364864864863,1.8491484184914841
US,2857,39,19870.635693420503,1.3650682534126706
US,5576,159,26342.89223791752,2.851506456241033
US,2033,32,35554.38964672963,1.574028529267093
US,6277,127,28710.606961533183,2.023259518878445
US,7074,185,25650.88113713829,2.615210630477806
US,2329,57,25392.49890972525,2.4474023185916702
US,5534,75,28709.27578335754,1.3552584026020962
US,13523,206,33726.556264964085,1.5233306219034237
US,45908,928,23450.08658163448,2.0214341726932123
US,30775,498,27540.628579610537,1.6181965881397238
US,10559,117,26214.00198609732,1.108059475329103
US,3758,65,24628.08834130677,1.7296434273549761
US,99220,1654,,1.6670026204394275
US,46667,477,27668.12713808866,1.0221355561745988
US,7951,151,28864.444928483263,1.899132184630864
US,10130,194,31082.200607529685,1.9151036525172753
US,6431,144,33038.78756742872,2.2391540973410047
US,6495,109,34252.71595823226,1.6782140107775212
US,13752,215,32271.841926172765,1.5634089586969169
US,2699,84,24234.53353685912,3.112263801407929
US,5270,115,23825.670238256705,2.1821631878557874
US,551,5,23966.94214876033,0.9074410163339383
US,4116,106,24018.20622045866,2.575315840621963
US,1825,50,26925.346709943937,2.73972602739726
US,60659,972,29952.39929290236,1.602400303335037
US,23742,351,26119.96127442352,1.4783927217589083
US,1412,11,26859.425527867606,0.7790368271954674
US,3174,76,22726.62179578977,2.3944549464398235
US,2510,39,31025.957972805933,1.5537848605577689
US,19289,452,28917.73983179168,2.343304474052569
US,7270,183,28042.43008678881,2.517193947730399
US,3287,36,49645.06872073705,1.0952236081533313
US,8733,190,29579.32529467552,2.1756555593724953
US,1381,35,22292.171105730427,2.5343953656770455
US,337,4,21925.82953806116,1.1869436201780414
US,5725,144,22640.98710749031,2.51528384279476
US,2440,53,30423.94014962593,2.1721311475409837
US,3520,90,22194.19924337957,2.5568181818181817
US,2547,71,29855.81995076779,2.7875932469572047
US,13776,235,30991.42876425727,1.7058652729384436
US,13823,240,34009.939966538725,1.7362367069377125
US,7999,216,29813.641446142377,2.700337542192774
US,3085,127,25629.309628645013,4.116693679092383
US,1882,71,27271.40994058832,3.7725823591923486
US,18779,426,26857.06930579789,2.2684913999680494
US,3186,65,39899.81214777709,2.0401757689893283
US,1852,74,22807.88177339901,3.9956803455723544
US,12410,2,,0.016116035455278
US,6138,182,25041.817959283588,2.965135223199739
US,9619,259,36546.352583586624,2.692587587067263
US,19976,291,28634.910623414227,1.4567480977172607
US,26614,480,28135.274280337868,1.8035620350191628
US,11350,304,31762.46711815078,2.6784140969162995
US,1291,35,24571.754853444992,2.7110766847405112
US,5134,141,25198.782762344163,2.746396571873783
US,8867,222,29628.763324088617,2.5036652757415134
US,545,10,20905.25508247028,1.834862385321101
US,1590,39,20241.884150222788,2.452830188679245
US,8336,185,27066.69264237937,2.2192898272552783
US,39243,494,37507.16825324005,1.2588232296205693
US,2414,73,27955.993051534453,3.024026512013256
US,2624,55,26838.498516927484,2.096036585365854
US,2670,67,29819.07527362073,2.5093632958801497
US,5532,125,27322.566306119425,2.2595806218365873
US,103,3,,2.912621359223301
US,61027,420,37159.69773913256,0.6882199682107919
US,42594,237,21137.09785472897,0.5564163966755881
US,264197,1355,27109.27872287374,0.5128748623186485
US,19155,50,26496.3412778554,0.26102845210127906
US,45510,185,27183.619345705632,0.4065040650406504
US,9152,14,,0.15297202797202797
US,0,0,,
US,160373,1139,33300.94043236217,0.7102193012539517
US,819,16,19073.125291103865,1.9536019536019535
US,24459,273,27855.09293002916,1.1161535631056052
US,1155,19,18857.14285714286,1.645021645021645
US,2770,45,29791.3529791353,1.6245487364620939
US,11205,175,23936.68154920852,1.5618027666220438
US,7310,33,31753.616263411663,0.45143638850889195
US,1297,14,16562.3802834887,1.079414032382421
US,10275,201,22464.417674194887,1.9562043795620438
US,35614,305,29912.146612689183,0.8564047846352558
US,2416,69,19730.50224581462,2.8559602649006623
US,555,12,21370.81247593377,2.1621621621621623
US,182,2,16455.696202531646,1.098901098901099
US,70696,738,30757.584327101707,1.0439063030440194
US,1664,35,23256.464011181,2.1033653846153846
US,5610,58,23345.8177278402,1.0338680926916222
US,118,1,13964.497041420118,0.847457627118644
US,2693,40,30756.052992233897,1.4853323431117713
US,707,9,16384.70451911935,1.272984441301273
US,9096,74,33063.13838101123,0.8135444151275286
US,2594,31,18694.1481695013,1.1950655358519662
US,2415,30,18436.52187189861,1.2422360248447204
US,4263,86,23536.881625441696,2.017358667604973
US,3932,61,25904.20976348903,1.5513733468972533
US,3601,59,21605.56788864223,1.6384337683976673
US,6853,69,22941.98386394831,1.0068583102290967
US,7118,68,29157.791250204817,0.9553245293621804
US,47262,669,28523.14767316246,1.4155135203757776
US,7725,57,19260.49665902065,0.7378640776699029
US,1796,28,22374.48610938084,1.55902004454343
US,1406,32,36633.66336633663,2.275960170697013
US,1300,15,24226.61200149087,1.1538461538461537
US,13800,58,34580.39942867166,0.42028985507246375
US,4821,71,22914.587195208896,1.472723501348268
US,10618,161,26276.974856464065,1.5162930872103975
US,956,12,21099.09512248952,1.2552301255230125
US,2613,56,22100.989596549098,2.1431305013394564
US,6793,92,28362.07256481984,1.3543353452083027
US,1660,20,21611.76930087228,1.2048192771084338
US,3119,80,24212.07886974072,2.5649246553382494
US,2937,9,24188.76626585406,0.30643513789581206
US,28733,315,33072.814751720805,1.0963004211185745
US,0,0,,
US,3146,18,27615.87078651685,0.5721551176096631
US,2645,61,25946.635275652345,2.3062381852551983
US,27974,234,42750.82142584244,0.8364910273825695
US,1574,16,27321.64554764798,1.0165184243964422
US,5310,31,32326.798977231218,0.583804143126177
US,17550,127,32776.78171223667,0.7236467236467237
US,2873,17,43675.88932806324,0.591715976331361
US,10275,136,31491.35711658698,1.3236009732360097
US,1900,6,40092.84659210804,0.3157894736842105
US,5022,57,35106.606081789585,1.135005973715651
US,5620,38,46266.56787684202,0.6761565836298933
US,86054,315,41038.87185307765,0.366049224905292
US,13026,119,40323.17979197623,0.9135575003838476
US,5933,54,38423.677222977785,0.9101634923310299
US,5921,76,44910.49757281553,1.2835669650396893
US,14392,118,38315.3186731271,0.8198999444135631
US,18977,189,37488.394144722544,0.9959424566580598
US,1533935,15289,29783.798131074847,0.9967175923360507
US,7889,50,42261.74532597632,0.6337938902268982
US,4004,40,37191.15734720416,0.999000999000999
US,5211,42,33322.67553395575,0.8059873344847438
US,32553,217,31033.299331725408,0.6666052283967684
US,7943,63,40806.57590547136,0.793151202316505
US,289813,1859,31401.712605954355,0.6414481061926138
US,6660,60,38808.92721869355,0.9009009009009009
US,2125,29,33229.085222830334,1.3647058823529412
US,12823,147,37705.833921430254,1.1463776027450674
US,8753,106,41024.55943007124,1.2110133668456529
US,5516,71,42558.44456446262,1.2871646120377085
US,15422,186,40089.42265200551,1.2060692517183245
US,12788,139,37239.37099592312,1.0869565217391304
US,1850,20,38318.14415907208,1.0810810810810811
US,4281,49,33009.484154522324,1.1445923849567858
US,16326,154,31977.90574685627,0.9432806566213402
US,2668,32,32873.33661902415,1.199400299850075
US,5396,52,30472.103004291846,0.9636767976278725
US,1447,20,37869.66762627584,1.38217000691085
US,1576,19,23713.51188684923,1.2055837563451777
US,15932,135,32572.11784188253,0.8473512427818227
US,8886,131,32772.73733126798,1.4742291244654513
US,20182,143,35562.995594713655,0.7085521752056287
US,3224,33,33548.3870967742,1.0235732009925558
US,13589,185,36060.39698545802,1.3613952461549783
US,7873,80,36159.463555780094,1.0161310809094373
US,5182,46,24403.108076289147,0.8876881512929371
US,5572,44,44873.96311508416,0.7896625987078248
US,166146,1216,31206.811381603784,0.7318864131546953
US,36784,386,33482.00469680144,1.0493692909960852
US,41814,171,32416.466392743623,0.4089539388721481
US,16232,245,32660.616913821203,1.5093642188270084
US,37187,421,34220.430849644334,1.1321160620647
US,210403,1544,30207.09655652624,0.7338298408292657
US,6844,45,43653.527235616784,0.657510227936879
US,11614,92,34062.64664476772,0.7921474083003271
US,13246,145,37157.76481149013,1.0946700890834968
US,12678,101,44300.789712768186,0.7966556239154441
US,40343,373,38787.989500908574,0.9245717968420791
US,16079,149,35789.96572140854,0.926674544436843
US,87637,857,33326.36158286623,0.977897463400162
US,14693,223,39492.00376293509,1.5177295310692167
US,3481,34,30433.642245147752,0.9767308244757253
US,4730,67,35406.84182947825,1.4164904862579282
US,4663,73,33858.55358698809,1.565515762384731
US,9086,109,30611.14480156324,1.1996478098173013
US,98211,525,31910.102867688627,0.534563338118948
US,64188,332,37423.69561034766,0.5172306350096592
US,4598,29,37700.88553624139,0.6307090039147455
US,4931,51,31942.73498736801,1.0342729669438249
US,11440,135,33028.264572566906,1.18006993006993
US,12176,112,42852.115154501305,0.9198423127463863
US,12381,138,36784.71685780498,1.1146110976496244
US,4939,51,34059.72001930901,1.0325976918404536
US,17498,141,34551.66558063306,0.8058063778717568
US,3,0,,0.0
US,59913,579,33437.51220846193,0.9664012818586951
US,9157,101,43779.88143048384,1.1029813257617123
US,5584,23,34165.44297601566,0.41189111747851004
US,6159,70,39579.71852708695,1.1365481409319695
US,1266,9,30308.834091453195,0.7109004739336493
US,2057,23,38556.70103092784,1.118133203694701
US,1421,11,24760.411221467155,0.7741027445460943
US,12948,135,40740.04153294318,1.0426320667284523
US,6317,77,40720.68587636176,1.218933037834415
US,42574,519,30007.259707215304,1.2190538826513835
US,10361,106,44106.25345877145,1.02306727149889
US,76600,445,39348.23703460179,0.5809399477806788
US,2474,18,36554.37352245863,0.7275666936135813
US,1575,14,31811.755200969503,0.8888888888888888
US,7605,81,35152.99990755293,1.0650887573964498
US,81204,802,31270.072318107254,0.9876360770405399
US,1891,39,35398.72706851367,2.0624008461131678
US,15058,189,33839.723133623986,1.2551467658387567
US,46151,514,35015.13622603431,1.1137353470130658
US,66,5065,,7674.242424242424
US,6858,70,41181.76905062151,1.020705745115194
US,35285,325,46575.93917474062,0.9210712767464928
US,4837,30,41987.84722222222,0.6202191440975812
US,5073,93,30117.54927570648,1.8332347723240685
US,4140,36,29812.05443940376,0.8695652173913043
US,6611,94,40770.8911501696,1.4218726365148995
US,5445,55,40223.09226564231,1.0101010101010102
US,19530,244,35396.465790666065,1.2493599590373783
US,216951,1693,31408.35303434128,0.7803605422422575
US,28971,275,43501.959547727376,0.9492250871561216
US,100711,901,35640.827824412896,0.8946391158860502
US,12654,121,32902.5715697236,0.9562193772720089
US,8751,120,24459.848506023423,1.3712718546451834
US,124359,1284,32786.535160915264,1.0324946324753335
US,26876,270,32079.63809546545,1.0046137818127698
US,2985,28,34122.08504801097,0.9380234505862647
US,3701,82,31476.44157169587,2.215617400702513
US,17386,204,25626.81485193756,1.1733578741516162
US,2984,63,19772.06467002385,2.111260053619303
US,4926,74,24317.51986967468,1.5022330491270808
US,14090,182,37384.9133699488,1.2916962384669979
US,41291,435,34903.04474987743,1.0534983410428422
US,8155,101,31096.28217349857,1.2385039852851012
US,10719,146,33084.354455384426,1.3620673570295736
US,3098,41,29289.968800226907,1.3234344738540995
US,9069,165,27192.58792839795,1.8193847171683757
US,13654,164,31406.555491661875,1.201113226893218
US,16256,150,32868.29228840632,0.922736220472441
US,8582,155,32312.96359049663,1.80610580284316
US,30191,503,26452.008586323213,1.6660594216819582
US,15090,179,35309.809060277046,1.1862160371106694
US,61477,794,29793.8848798833,1.2915399255005937
US,8378,163,36265.25841918449,1.9455717354977322
US,24235,331,30863.961692264587,1.3657932741902208
US,6424,111,39300.13458950202,1.727895392278954
US,5205,69,22871.07830213552,1.3256484149855907
US,5774,115,28907.57985380995,1.9916868721856598
US,14364,160,42675.06461867554,1.113895850737956
US,21036,392,31984.67363043379,1.8634721429929644
US,9107,153,28528.914228431804,1.6800263533545625
US,96944,723,28680.723408409787,0.74579138471695
US,25238,301,32286.869307133355,1.1926460099849434
US,13373,166,33007.528076021226,1.2413071113437524
US,47804,614,28068.65087986096,1.284411346330851
US,16226,258,33823.897273409486,1.5900406754591396
US,30065,489,36422.9986431479,1.6264759687344088
US,14368,175,39342.82584884995,1.2179844097995545
US,15182,144,34324.342655603534,0.9484916348307206
US,11067,163,32974.79292056493,1.472847203397488
US,5904,87,28890.19377568996,1.4735772357723578
US,11231,180,34762.28797820973,1.60270679369602
US,8172,119,29464.57544618713,1.4561918746940774
US,51015,661,32253.88355345932,1.2956973439184554
US,14246,167,38929.87921517189,1.1722588796855258
US,22957,256,28892.72049939589,1.1151282833122795
US,6543,106,16516.887968899882,1.6200519639309185
US,31801,405,28939.46563774025,1.2735448570799661
US,134438,2008,27691.027471044898,1.4936253142712625
US,14516,285,31994.710160899274,1.963350785340314
US,39768,701,30692.52676180259,1.7627237980285657
US,268696,3238,27856.211291523166,1.2050793461756037
US,14072,217,30420.68398979636,1.5420693575895394
US,2619,30,25538.76157971721,1.145475372279496
US,10908,175,30712.918121410068,1.6043270993766043
US,34476,325,23226.953938193503,0.942684766214178
US,12319,174,32132.60994313736,1.4124523094407013
US,19602,305,27808.59424874803,1.5559636771757983
US,3119,74,22304.061784897025,2.3725553061878806
US,15737,177,32961.20978552279,1.1247378788841584
US,1769,19,30110.63829787234,1.0740531373657434
US,5941,106,30240.25246869592,1.7842114122201649
US,6907,137,33208.32732342901,1.983495005067323
US,4345,52,25653.89384188463,1.1967779056386652
US,5883,73,30690.17684803589,1.2408635050144483
US,4497,55,36298.32916296715,1.223037580609295
US,47697,627,27993.004243231662,1.3145480847852067
US,7909,63,31104.73119125339,0.796560880010115
US,3538,92,28640.815996114303,2.6003391746749576
US,11196,138,29795.61422184373,1.232583065380493
US,7013,163,28433.0022298804,2.3242549550834166
US,10091,150,35627.030080497105,1.4864730948369835
US,6084,61,36692.599963814006,1.0026298487836949
US,9473,115,39680.81095798601,1.213976564974137
US,17143,191,38326.36544523687,1.1141573820218165
US,6156,64,30359.5206391478,1.0396361273554255
US,84866,967,31220.70736426979,1.1394433577640044
US,5626,112,24466.18830180474,1.9907571987202275
US,11487,126,33205.18008903278,1.0968921389396709
US,6403,86,30978.760462528426,1.3431204123067313
US,2663,22,24769.78885685053,0.8261359369132557
US,60936,463,31132.364661884618,0.7598135748982539
US,3996,94,26379.720095062054,2.3523523523523524
US,0,274,,
US,2347,23,33271.90246668557,0.97997443544951
US,70796,691,39016.59401160644,0.9760438442849878
US,4932,82,31823.461091753776,1.662611516626115
US,35132,453,32821.98845269904,1.2894227484914038
US,10451,172,33717.253839205056,1.6457755238733136
US,2380,30,28796.12825166364,1.2605042016806722
US,24854,262,39452.04609670148,1.0541562726321718
US,7179,95,25606.36324725353,1.3233040813483772
US,23519,363,35697.589703114565,1.5434329690888218
US,7610,144,26894.260672886627,1.8922470433639949
US,8268,102,34304.2071197411,1.2336719883889695
US,11448,91,33706.27723471911,0.7948986722571628
US,1805,52,25237.695749440714,2.880886426592798
US,938,15,26041.088284286507,1.5991471215351811
US,3248,68,23730.54723460217,2.0935960591133007
US,3432,80,27619.50748430709,2.331002331002331
US,1311,25,23853.71179039301,1.9069412662090008
US,7244,82,28247.2216806395,1.1319712865819989
US,38980,528,29704.02657969336,1.3545407901487942
US,6535,70,24910.42159030266,1.0711553175210407
US,6386,89,25480.807597159044,1.39367366113373
US,5539,67,26158.205430932703,1.209604621772883
US,6988,66,35616.717635066256,0.9444762449914138
US,3817,62,26435.348708359303,1.6243122871364946
US,3072,26,31774.92759619363,0.8463541666666666
US,5680,84,28167.617158442845,1.4788732394366197
US,3333,88,25966.033032097228,2.6402640264026402
US,5035,49,27030.65442637032,0.9731876861966237
US,12769,181,30080.094228504124,1.4174954969065705
US,3581,75,31873.609256786825,2.094387042725496
US,3163,37,26506.326992374088,1.1697755295605439
US,2701,43,28749.33475252794,1.5920029618659757
US,4843,54,30238.51148851149,1.1150113565971504
US,4033,81,22981.36645962733,2.008430448797421
US,13865,173,29862.80126644985,1.2477461233321312
US,5064,59,30107.015457788348,1.165086887835703
US,26870,160,28752.421003071064,0.595459620394492
US,1825,35,20277.777777777777,1.917808219178082
US,1847,29,23468.86912325285,1.5701136978884678
US,4777,71,28081.82940450297,1.4862884655641615
US,11291,165,28975.80003592784,1.4613408909751129
US,4742,78,27477.112063970333,1.6448755799240826
US,31008,330,31864.845700897124,1.0642414860681115
US,2698,56,29300.608166811468,2.0756115641215716
US,4959,88,25236.641221374044,1.7745513208308126
US,4184,69,26748.497634573585,1.6491395793499044
US,2960,50,29394.24031777557,1.6891891891891893
US,1641,29,23577.58620689655,1.7672151127361364
US,2051,28,23076.057605760576,1.3651877133105803
US,3055,50,24975.474166121647,1.6366612111292962
US,2773,48,25942.557769669755,1.7309772809231878
US,3998,90,27062.88499289244,2.251125562781391
US,3287,51,30921.919096895577,1.5515667782172193
